model,suite,task_id,episode_id,task_description,perturbation,clean_success,corrupt_success,clean_ratio,corrupt_ratio,clean_iou,corrupt_iou,delta_success,delta_visual_ratio,delta_iou,vci,gri,delta_ratio_early,delta_iou_early,delta_ratio_mid,delta_iou_mid,delta_ratio_late,delta_iou_late,delta_ratio_slope,delta_iou_slope
DreamZero,libero_10,0,2,open the top drawer and put the bowl inside,empty,1.0,1.0,0.5299684182035455,0.5496043361199489,0.07900824328599027,0.18007944265595613,0.0,0.0196359179164034,0.10107119936996586,0.0196359179164034,-0.08143528145356246,0.011766004007173758,0.106722710394164,0.024050318326533815,0.09888829842671921,0.022121942343040324,0.0983743163387769,0.010355938335866566,-0.008348394055387107
DreamZero,libero_10,0,2,open the top drawer and put the bowl inside,random,1.0,0.0,0.5299684182035455,0.57440893450533,0.07900824328599027,0.20191246150908815,-1.0,0.04444051630178458,0.12290421822309788,0.04444051630178458,-0.0784637019213133,0.031013764691935064,0.13153632831250087,0.041914421989887485,0.12380673380254693,0.06092522519720456,0.11371796522238513,0.029911460505269494,-0.017818363090115738
DreamZero,libero_10,0,2,open the top drawer and put the bowl inside,synonym,1.0,1.0,0.5299684182035455,0.5284478380074534,0.07900824328599027,0.14924442971193344,0.0,-0.001520580196092025,0.07023618642594318,-0.001520580196092025,-0.0717567666220352,-0.01434198549709198,0.07259544912100155,0.0008032880289886579,0.07222252407386197,0.008847466258647074,0.06635739786649182,0.023189451755739054,-0.006238051254509727
DreamZero,libero_10,0,2,open the top drawer and put the bowl inside,shuffle,1.0,1.0,0.5299684182035455,0.5369159598733225,0.07900824328599027,0.16492784430034957,0.0,0.006947541669777069,0.0859196010143593,0.006947541669777069,-0.07897205934458223,0.0001917328310341304,0.09208696558969728,-0.006518331072752348,0.0840191630927201,0.026967886669239438,0.08209031826559206,0.026776153838205308,-0.009996647324105226
DreamZero,libero_10,0,2,open the top drawer and put the bowl inside,opposite,1.0,1.0,0.5299684182035455,0.5485554620905245,0.07900824328599027,0.15166103210651471,0.0,0.01858704388697907,0.07265278882052445,0.01858704388697907,-0.05406574493354538,0.011430673168082772,0.07640735086371792,0.006117111026296529,0.07429168152687131,0.038030122275506284,0.06795610947019533,0.026599449107423512,-0.008451241393522588
DreamZero,libero_10,0,3,open the top drawer and put the bowl inside,empty,1.0,1.0,0.5358425204915778,0.5463495892678802,0.14262182791094485,0.18172057681129125,0.0,0.010507068776302475,0.0390987489003464,0.010507068776302475,-0.028591680124043922,0.02298651250019379,0.04684657766692307,-0.019621703179089622,0.03712168549507183,0.02669308511666757,0.03253173074123236,0.00370657261647378,-0.01431484692569071
DreamZero,libero_10,0,3,open the top drawer and put the bowl inside,random,1.0,1.0,0.5358425204915778,0.5496570197761864,0.14262182791094485,0.1387104216521849,0.0,0.01381449928460865,-0.003911406258759964,0.01381449928460865,0.009903093025848686,0.022543117105813915,0.003496616370593786,0.007437013556301886,-0.007463695620412408,0.010554104714753265,-0.008760927846898053,-0.01198901239106065,-0.01225754421749184
DreamZero,libero_10,0,3,open the top drawer and put the bowl inside,synonym,1.0,1.0,0.5358425204915778,0.5225544701747897,0.14262182791094485,0.1706926604308341,0.0,-0.013288050316788036,0.028070832519889233,-0.013288050316788036,-0.04135888283667727,-0.0009473270144509938,0.026268014447667826,-0.03396584463264585,0.029261437755208036,-0.0057239278980759645,0.02730523897271081,-0.004776600883624971,0.0010372245250429846
DreamZero,libero_10,0,3,open the top drawer and put the bowl inside,shuffle,1.0,1.0,0.5358425204915778,0.5368956078523902,0.14262182791094485,0.14637443752206603,0.0,0.0010530873608124436,0.0037526096111211715,0.0010530873608124436,-0.002699522250308728,0.0008034025266194789,0.01102371195684218,-0.008133571640410397,-0.0016809624580961247,0.010419144587758056,0.0016426285105170801,0.009615742061138577,-0.0093810834463251
DreamZero,libero_10,0,3,open the top drawer and put the bowl inside,opposite,1.0,0.0,0.5358425204915778,0.5595604221718499,0.14262182791094485,0.17489455442516855,-1.0,0.023717901680272102,0.03227272651422369,0.023717901680272102,-0.008554824833951591,0.021740468007944935,0.039266311414241,0.018892424156974785,0.029945890460430974,0.03001948821298961,0.026774864548474775,0.008279020205044674,-0.012491446865766226
DreamZero,libero_10,1,0,pick up the mug and place it on the plate,empty,1.0,1.0,0.5276163077973204,0.5454202343304594,0.10766221167255874,0.1433765134608883,0.0,0.017803926533139003,0.03571430178832957,0.017803926533139003,-0.01791037525519057,0.008935550047532104,0.036351024869765464,0.015179682213110834,0.030457422284319302,0.03008513003362001,0.04040606070442042,0.021149579986087907,0.004055035834654955
DreamZero,libero_10,1,0,pick up the mug and place it on the plate,random,1.0,1.0,0.5276163077973204,0.5480135183003672,0.10766221167255874,0.24676999885907813,0.0,0.02039721050304677,0.1391077871865194,0.02039721050304677,-0.11871057668347262,0.011801051088999537,0.14429903150679232,0.030904635729469998,0.13463937375916235,0.019441073514453677,0.13780815136912866,0.0076400224254541405,-0.0064908801376636766
DreamZero,libero_10,1,0,pick up the mug and place it on the plate,synonym,1.0,1.0,0.5276163077973204,0.5254466088404487,0.10766221167255874,0.14326569847966,0.0,-0.0021696989568716907,0.035603486807101264,-0.0021696989568716907,-0.037773185763972955,0.006339249297558358,0.03191987550952649,-0.0033172185477282623,0.03224501094792803,-0.010299564855830723,0.04260011854457953,-0.01663881415338908,0.010680243035053036
DreamZero,libero_10,1,0,pick up the mug and place it on the plate,shuffle,1.0,1.0,0.5276163077973204,0.5376403069245959,0.10766221167255874,0.21762913336828263,0.0,0.010023999127275474,0.10996692169572389,0.010023999127275474,-0.09994292256844842,0.003685713238818389,0.11368625456104237,0.0023340248084319226,0.10315464681096409,0.02489081806455784,0.11272852622412792,0.02120510482573945,-0.0009577283369144457
DreamZero,libero_10,1,0,pick up the mug and place it on the plate,opposite,1.0,1.0,0.5276163077973204,0.5406327755066672,0.10766221167255874,0.16037296729837472,0.0,0.013016467709346835,0.05271075562581598,0.013016467709346835,-0.039694287916469145,0.012422656447074187,0.052281163155556615,0.006235096997940226,0.04999568356240716,0.02045085692646198,0.055423986518746235,0.008028200479387793,0.00314282336318962
DreamZero,libero_10,1,1,pick up the mug and place it on the plate,empty,1.0,1.0,0.5261291135970482,0.5452935225799808,0.20482781980274897,0.1347034640531676,0.0,0.01916440898293259,-0.07012435574958137,0.01916440898293259,-0.05095994676664878,0.019063974000459893,-0.062120867790325385,0.019174453856001472,-0.07097266966315416,0.019254799092336627,-0.07727952979526462,0.00019082509187673402,-0.015158662004939233
DreamZero,libero_10,1,1,pick up the mug and place it on the plate,random,1.0,1.0,0.5261291135970482,0.5476727951211027,0.20482781980274897,0.19406034984869638,0.0,0.021543681524054503,-0.010767469954052589,0.021543681524054503,0.010776211570001915,0.011692740335721541,-0.002160554207274984,0.025106574628201428,-0.009788409316217689,0.028400609875424365,-0.02007707005412418,0.016707869539702824,-0.017916515846849196
DreamZero,libero_10,1,1,pick up the mug and place it on the plate,synonym,1.0,1.0,0.5261291135970482,0.5289232927803991,0.20482781980274897,0.10359915796960613,0.0,0.0027941791833508978,-0.10122866183314284,0.0027941791833508978,-0.09843448264979195,0.0076473871885825995,-0.09728189487124529,-0.005259902387566462,-0.100851520566732,0.006425879644525456,-0.1046670740759177,-0.0012215075440571432,-0.00738517920467241
DreamZero,libero_10,1,1,pick up the mug and place it on the plate,shuffle,1.0,1.0,0.5261291135970482,0.5320280231826663,0.20482781980274897,0.1642889160680872,0.0,0.005898909585618117,-0.04053890373466176,0.005898909585618117,-0.034639994149043646,0.004277136527274794,-0.03335559537564445,0.0053320221119815825,-0.03940179082529624,0.008087570117598086,-0.0488593250030446,0.003810433590323292,-0.015503729627400153
DreamZero,libero_10,1,1,pick up the mug and place it on the plate,opposite,1.0,1.0,0.5261291135970482,0.5557080489762801,0.20482781980274897,0.16872670078232804,0.0,0.029578935379231952,-0.03610111902042093,0.029578935379231952,-0.006522183641188978,0.024994069842734223,-0.028635963133767595,0.031615003199621294,-0.03691811296960271,0.032493352405871145,-0.042096210343275264,0.007499282563136922,-0.01346024720950767
DreamZero,libero_10,1,2,pick up the mug and place it on the plate,empty,1.0,1.0,0.5334376601448225,0.5440099048937935,0.10089328021139962,0.13710158912236758,0.0,0.010572244748971005,0.03620830891096796,0.010572244748971005,-0.025636064161996958,0.01831519582435337,0.0431731274524598,0.0024439589734839284,0.03505391563594035,0.010435380083634871,0.029843090896650118,-0.007879815740718499,-0.01333003655580968
DreamZero,libero_10,1,2,pick up the mug and place it on the plate,random,1.0,0.0,0.5334376601448225,0.568908166194201,0.10089328021139962,0.175442994538962,-1.0,0.035470506049378514,0.07454971432756238,0.035470506049378514,-0.03907920827818387,0.04065081088208411,0.07819895900067908,0.029295157377966508,0.07278237535231932,0.03660558615411991,0.07276420252822292,-0.004045224727964203,-0.0054347564724561565
DreamZero,libero_10,1,2,pick up the mug and place it on the plate,synonym,1.0,1.0,0.5334376601448225,0.5209525850991685,0.10089328021139962,0.13338036521386906,0.0,-0.012485075045653993,0.03248708500246944,-0.012485075045653993,-0.04497216004812343,-0.013252560029077376,0.0323585238348406,-0.010849760977859613,0.03349908703075924,-0.01344133164856065,0.030687160546914824,-0.00018877161948327448,-0.0016713632879257756
DreamZero,libero_10,1,2,pick up the mug and place it on the plate,shuffle,1.0,1.0,0.5334376601448225,0.5327241725733636,0.10089328021139962,0.10801987270943003,0.0,-0.0007134875714589484,0.00712659249803041,-0.0007134875714589484,-0.007840080069489358,-0.007789658752801798,0.012842022252536667,0.01242512960677089,0.00685012068362327,-0.007249077684917116,0.0011987544398549543,0.0005405810678846823,-0.011643267812681712
DreamZero,libero_10,1,2,pick up the mug and place it on the plate,opposite,1.0,1.0,0.5334376601448225,0.5450824856036703,0.10089328021139962,0.12536272252975356,0.0,0.011644825458847818,0.024469442318353934,0.011644825458847818,-0.012824616859506116,0.0035117422398682763,0.02740770604706365,0.0201855705541113,0.025839546627190402,0.011148736064028553,0.019244590685914123,0.007636993824160276,-0.008163115361149526
DreamZero,libero_10,1,3,pick up the mug and place it on the plate,empty,1.0,1.0,0.5332549319330446,0.546823531808609,0.16642322740257856,0.20419577705661288,0.0,0.013568599875564358,0.037772549654034315,0.013568599875564358,-0.024203949778469958,0.026201375002883442,0.04354020122135718,-0.0011547585984178488,0.03609671054422009,0.01565918322222748,0.03368073719652573,-0.010542191780655963,-0.009859464024831455
DreamZero,libero_10,1,3,pick up the mug and place it on the plate,random,1.0,0.0,0.5332549319330446,0.5592224233150176,0.16642322740257856,0.14783261825539823,-1.0,0.025967491381972962,-0.01859060914718033,0.025967491381972962,0.007376882234792631,0.03592170163613406,-0.010014667790691323,0.00966059524027707,-0.022843045844294835,0.032599487696366225,-0.022382686195590695,-0.0033222139397678374,-0.012368018404899372
DreamZero,libero_10,1,3,pick up the mug and place it on the plate,synonym,1.0,1.0,0.5332549319330446,0.5317494713743958,0.16642322740257856,0.1768522569091441,0.0,-0.0015054605586488634,0.010429029506565546,-0.0015054605586488634,-0.01193449006521441,0.01117789425021698,0.015247988462447015,-0.018785847680401924,0.008661863412318255,0.003591187332192991,0.00827575371994993,-0.007586706918023989,-0.006972234742497085
DreamZero,libero_10,1,3,pick up the mug and place it on the plate,shuffle,1.0,1.0,0.5332549319330446,0.533405057788219,0.16642322740257856,0.11229461642312626,0.0,0.0001501258551743767,-0.054128610979452305,0.0001501258551743767,-0.05397848512427793,0.0048040206999683255,-0.052199358964561876,-0.010011200360293016,-0.054385997261094055,0.006494757095207526,-0.0545895755761108,0.0016907363952392007,-0.002390216611548923
DreamZero,libero_10,1,3,pick up the mug and place it on the plate,opposite,1.0,1.0,0.5332549319330446,0.5425292696858002,0.16642322740257856,0.16905530887508785,0.0,0.009274337752755546,0.00263208147250929,0.009274337752755546,0.006642256280246256,0.009693279960035106,0.009767135984792591,0.0071055119549241486,0.0021596343268420193,0.0112303952782139,-0.0034710459978335717,0.0015371153181787944,-0.013238181982626163
DreamZero,libero_10,2,0,move the cream cheese box into the basket,empty,1.0,1.0,0.5362506142617031,0.5507123995058316,0.16495883863879252,0.1388315282765095,0.0,0.014461785244128555,-0.026127310362283024,0.014461785244128555,-0.011665525118154468,0.009421310351621304,-0.024179811363506193,0.025591205827898533,-0.025733349954799256,0.007846115670192,-0.027471783252123266,-0.0015751946814293039,-0.0032919718886170735
DreamZero,libero_10,2,0,move the cream cheese box into the basket,random,1.0,1.0,0.5362506142617031,0.544640554079145,0.16495883863879252,0.14736256129154687,0.0,0.00838993981744196,-0.017596277347245642,0.00838993981744196,-0.009206337529803682,0.007770784079244808,-0.012335227978786362,-0.005076561288790193,-0.016096551293907135,0.02211716967915467,-0.023757325656238393,0.014346385599909861,-0.011422097677452031
DreamZero,libero_10,2,0,move the cream cheese box into the basket,synonym,1.0,1.0,0.5362506142617031,0.5203782520533516,0.16495883863879252,0.16115041091378313,0.0,-0.01587236220835142,-0.003808427725009389,-0.01587236220835142,-0.01968078993336081,-0.01953520347496651,-0.003507993016039823,-0.014689880393214172,-0.0029210584428362163,-0.013446061186748293,-0.003900443137398124,0.006089142288218219,-0.00039245012135830093
DreamZero,libero_10,2,0,move the cream cheese box into the basket,shuffle,1.0,1.0,0.5362506142617031,0.5379007880638883,0.16495883863879252,0.14349724945596265,0.0,0.0016501738021852397,-0.021461589182829865,0.0016501738021852397,-0.019811415380644626,-0.004722236376132782,-0.016124871554405035,0.007820323401183105,-0.020662043148086284,0.001937765001825631,-0.027083264437057053,0.006660001377958413,-0.010958392882652018
DreamZero,libero_10,2,0,move the cream cheese box into the basket,opposite,1.0,1.0,0.5362506142617031,0.5356374629964141,0.16495883863879252,0.08231946830831334,0.0,-0.0006131512652889359,-0.08263937033047918,-0.0006131512652889359,-0.08325252159576811,0.00632199084706575,-0.07958250584433835,-0.007368472883605426,-0.08007545282177651,-0.0007929717593269103,-0.08826015232532264,-0.007114962606392661,-0.008677646480984291
DreamZero,libero_10,2,1,move the cream cheese box into the basket,empty,1.0,1.0,0.538474120838,0.5404923464701256,0.12174857598054104,0.23959637823400887,0.0,0.0020182256321256142,0.11784780225346783,0.0020182256321256142,-0.11582957662134222,-0.0006522455841417862,0.12339776186129929,0.01677756485932147,0.1172991221356768,-0.011130304500335364,0.11194225171907479,-0.010478058916193578,-0.011455510142224498
DreamZero,libero_10,2,1,move the cream cheese box into the basket,random,1.0,1.0,0.538474120838,0.5453629735869432,0.12174857598054104,0.16586895914854352,0.0,0.006888852748943242,0.044120383168002486,0.006888852748943242,-0.037231530419059244,0.008601212669228198,0.051414181156310954,0.0015238827227391782,0.04635380516181738,0.010313109302394596,0.03355943333309053,0.0017118966331663987,-0.017854747823220427
DreamZero,libero_10,2,1,move the cream cheese box into the basket,synonym,1.0,1.0,0.538474120838,0.5300109157242403,0.12174857598054104,0.2314787032009922,0.0,-0.008463205113759642,0.10973012722045117,-0.008463205113759642,-0.11819333233421081,-0.017169633164275444,0.1125619005240553,-0.007067838501580659,0.11088044068849111,-0.00043853779870195453,0.10507558371126433,0.01673109536557349,-0.00748631681279098
DreamZero,libero_10,2,1,move the cream cheese box into the basket,shuffle,1.0,1.0,0.538474120838,0.5393026225360535,0.12174857598054104,0.11671285593487223,0.0,0.0008285016980535964,-0.0050357200456688095,0.0008285016980535964,-0.004207218347615213,0.01140069160627366,-0.000779161587440319,-0.017542776696391482,-0.003712012649932858,0.007588594428386997,-0.01141796856032369,-0.003812097177886664,-0.010638806972883372
DreamZero,libero_10,2,1,move the cream cheese box into the basket,opposite,1.0,1.0,0.538474120838,0.543420911268004,0.12174857598054104,0.19725850424372693,0.0,0.004946790430004011,0.0755099282631859,0.004946790430004011,-0.07056313783318188,0.012420762433325017,0.08031528597895603,-0.0004948507227208188,0.07668662939373673,0.0026288717772128267,0.068006119147076,-0.00979189065611219,-0.012309166831880033
DreamZero,libero_10,2,2,move the cream cheese box into the basket,empty,0.0,1.0,0.5464178372113087,0.541682352970285,0.1633221693352396,0.10712784971634887,1.0,-0.0047354842410236575,-0.05619431961889074,-0.0047354842410236575,-0.060929803859914394,-0.020440094750898252,-0.048771157910966575,-0.0003400239699052898,-0.05680036490602579,0.007244547424267167,-0.06254601240187746,0.02768464217516542,-0.013774854490910884
DreamZero,libero_10,2,2,move the cream cheese box into the basket,random,0.0,1.0,0.5464178372113087,0.5434866556890001,0.1633221693352396,0.150895640041813,1.0,-0.0029311815223085347,-0.012426529293426608,-0.0029311815223085347,-0.015357710815735143,0.0020765990557536362,-0.0060790236238331685,-0.011185816479294841,-0.010683455713248052,0.0003755967370809854,-0.020082831773885063,-0.0017010023186726508,-0.014003808150051894
DreamZero,libero_10,2,2,move the cream cheese box into the basket,synonym,0.0,1.0,0.5464178372113087,0.5301677311104265,0.1633221693352396,0.15318973273936629,1.0,-0.016250106100882178,-0.010132436595873318,-0.016250106100882178,-0.026382542696755495,-0.010600489223444032,-0.010754449500458313,-0.020352852014216105,-0.008875807019845527,-0.01820823569634178,-0.009735728457507309,-0.007607746472897747,0.001018721042951004
DreamZero,libero_10,2,2,move the cream cheese box into the basket,shuffle,0.0,1.0,0.5464178372113087,0.531374156705198,0.1633221693352396,0.16622858427296885,1.0,-0.015043680506110602,0.0029064149377292514,-0.015043680506110602,-0.017950095443839853,-0.026170465320522585,0.008664784126168695,-0.015276633523185867,0.005508448197316468,-0.0024998128630648875,-0.0048544359478292776,0.023670652457457697,-0.013519220073997973
DreamZero,libero_10,2,2,move the cream cheese box into the basket,opposite,0.0,1.0,0.5464178372113087,0.5474338429861831,0.1633221693352396,0.20179125772647077,1.0,0.0010160057748744844,0.03846908839123117,0.0010160057748744844,-0.03745308261635669,0.009240415428366955,0.04293936988398134,-0.010835935790143969,0.041325675239890725,0.004643537686400689,0.031142220049821395,-0.004596877741966265,-0.011797149834159942
DreamZero,libero_10,2,3,move the cream cheese box into the basket,empty,1.0,1.0,0.5299131079809151,0.5444513522785366,0.24338733513616057,0.1793243873278114,0.0,0.014538244297621516,-0.06406294780834917,0.014538244297621516,-0.04952470351072766,0.026049295606550005,-0.05981795787480659,0.022982934839720248,-0.06676367685597162,-0.005730220735787661,-0.0669285421689979,-0.031779516342337666,-0.007110584294191313
DreamZero,libero_10,2,3,move the cream cheese box into the basket,random,1.0,1.0,0.5299131079809151,0.535545699570387,0.24338733513616057,0.13269540180761427,0.0,0.005632591589471936,-0.1106919333285463,0.005632591589471936,-0.10505934173907436,0.012997754028062913,-0.1065497361329614,0.0008518679905723525,-0.11236538484881475,0.0022933043874409087,-0.11389760606020549,-0.010704449640622005,-0.007347869927244094
DreamZero,libero_10,2,3,move the cream cheese box into the basket,synonym,1.0,1.0,0.5299131079809151,0.5221928783093147,0.24338733513616057,0.19935741385342812,0.0,-0.007720229671600354,-0.04402992128273245,-0.007720229671600354,-0.0517501509543328,-0.011671330368434707,-0.04256603660533917,0.00685385135460026,-0.045407820594692755,-0.018118192670357636,-0.044678341529524324,-0.006446862301922929,-0.0021123049241851544
DreamZero,libero_10,2,3,move the cream cheese box into the basket,shuffle,1.0,1.0,0.5299131079809151,0.5317044351563469,0.24338733513616057,0.08924727434961759,0.0,0.001791327175431845,-0.15414006078654297,0.001791327175431845,-0.15234873361111112,0.0032924041464746923,-0.15320904463713336,0.006780855562418808,-0.15432229567285288,-0.004935023788979032,-0.15546866385910824,-0.008227427935453724,-0.0022596192219748595
DreamZero,libero_10,2,3,move the cream cheese box into the basket,opposite,1.0,0.0,0.5299131079809151,0.562520406043213,0.24338733513616057,0.1378690329326473,-1.0,0.032607298062297896,-0.10551830220351327,0.032607298062297896,-0.07291100414121537,0.036212978306754295,-0.10152566429841153,0.04334821084548679,-0.10447091701154743,0.017837592373730615,-0.11122185578603669,-0.01837538593302368,-0.009696191487625155
DreamZero,libero_10,3,0,put the alphabet soup in the tray,empty,1.0,1.0,0.5376512689743324,0.5420653003368066,0.13449599320024067,0.18744086827592887,0.0,0.004414031362474202,0.05294487507568821,0.004414031362474202,-0.048530843713214006,-0.0006759810140838374,0.054468619502094875,0.005202761997230132,0.056703137303367096,0.008715313104276423,0.04766286842160267,0.00939129411836026,-0.006805751080492209
DreamZero,libero_10,3,0,put the alphabet soup in the tray,random,1.0,1.0,0.5376512689743324,0.5443953200764291,0.13449599320024067,0.18496061658462362,0.0,0.006744051102096749,0.050464623384382956,0.006744051102096749,-0.04372057228228621,-0.004195288907089201,0.055378867436488996,0.011660002227318111,0.053355133395566384,0.012767439986061335,0.0426598693210935,0.016962728893150536,-0.012718998115395494
DreamZero,libero_10,3,0,put the alphabet soup in the tray,synonym,1.0,1.0,0.5376512689743324,0.5282216366545346,0.13449599320024067,0.12911839856514779,0.0,-0.009429632319797765,-0.0053775946350928805,-0.009429632319797765,-0.014807226954890645,0.014101552254814465,-0.004024776031095384,-0.008576468638191836,-0.0060758626086789835,-0.033813980576016034,-0.0060321452655042185,-0.0479155328308305,-0.0020073692344088345
DreamZero,libero_10,3,0,put the alphabet soup in the tray,shuffle,1.0,1.0,0.5376512689743324,0.538791865922142,0.13449599320024067,0.2016503193831283,0.0,0.0011405969478096578,0.06715432618288764,0.0011405969478096578,-0.06601372923507798,-0.002038619296609756,0.07342610686876107,-0.0019104252034093383,0.06863778541358298,0.007370835343447846,0.05939908626631887,0.009409454640057602,-0.014027020602442195
DreamZero,libero_10,3,0,put the alphabet soup in the tray,opposite,1.0,1.0,0.5376512689743324,0.5400887175822496,0.13449599320024067,0.13346289629611693,0.0,0.002437448607917281,-0.0010330969041237315,0.002437448607917281,0.0014043517037935493,0.00048057407187518386,0.006128335695393547,0.0156970458121396,0.0014083653536468566,-0.00886527406026294,-0.010635991761411556,-0.009345848132138124,-0.016764327456805103
DreamZero,libero_10,3,1,put the alphabet soup in the tray,empty,1.0,1.0,0.5346313991382711,0.5526847391098977,0.1658548950496491,0.1402935553363293,0.0,0.018053339971626614,-0.02556133971331978,0.018053339971626614,-0.0075079997416931665,-0.0038565940821811973,-0.020638396314535845,0.03740559775871388,-0.029207024617036836,0.02139111161383933,-0.027800224602601092,0.025247705696020528,-0.007161828288065247
DreamZero,libero_10,3,1,put the alphabet soup in the tray,random,1.0,1.0,0.5346313991382711,0.5540289222239345,0.1658548950496491,0.10218287894209131,0.0,0.01939752308566345,-0.06367201610755778,0.01939752308566345,-0.04427449302189433,0.010141073785187582,-0.06295450329898153,0.02024581156388605,-0.06336155173362429,0.028647179298869174,-0.06476522172721076,0.018506105513681592,-0.0018107184282292327
DreamZero,libero_10,3,1,put the alphabet soup in the tray,synonym,1.0,1.0,0.5346313991382711,0.5284108638183534,0.1658548950496491,0.10682509316999911,0.0,-0.006220535319917619,-0.059029801879649985,-0.006220535319917619,-0.0652503371995676,-0.017886614395516642,-0.05986470860825814,0.007094455412833156,-0.05804008453596515,-0.007249657570912893,-0.05932711430451297,0.01063695682460375,0.0005375943037451703
DreamZero,libero_10,3,1,put the alphabet soup in the tray,shuffle,1.0,1.0,0.5346313991382711,0.5314381137024475,0.1658548950496491,0.23632478662280004,0.0,-0.003193285435823534,0.07046989157315095,-0.003193285435823534,-0.07366317700897448,-0.026449828514832907,0.07714537691040876,0.01652897372444384,0.06460846809840864,0.0011210938584104158,0.06869420331642098,0.027570922373243323,-0.008451173593987782
